一万一千	一萬一千
落地签证	落地簽證
落月屋梁	落月屋梁
落落寡合	落落寡合
落落难合	落落難合
葑菲之采	葑菲之采
著手回春	著手回春
著称于世	著稱於世
著重指出	著重指出
葛托维纳	葛托維納
葛拉斯里	葛拉斯里
葛斯范桑	葛斯范桑
葡萄干儿	葡萄乾兒
董氏封发	董氏封髮
葱葱郁郁	蔥蔥郁郁
蒋舍三径	蔣舍三徑
蒙主宠召	蒙主寵召
蒙古人种	蒙古人種
蒙古利亚	蒙古利亞
蒙古地方	蒙古地方
蒙古大夫	蒙古大夫
蒙古帝国	蒙古帝國
蒙古高原	蒙古高原
蒙台梭利	蒙臺梭利
蒙哥马利	蒙哥馬利
蒙在鼓里	矇在鼓裏
蒙地卡罗	蒙地卡羅
蒙塔尼斯	蒙塔尼斯
蒙大拿州	蒙大拿州
蒙头大睡	矇頭大睡
蒙头衲被	矇頭衲被
蒙头转向	矇頭轉向
蒙娜丽莎	蒙娜麗莎
蒙帕纳斯	蒙帕納斯
蒙彼利埃	蒙彼利埃
蒙恬造笔	蒙恬造筆
蒙托罗拉	蒙托羅拉
蒙昧不清	濛昧不清
蒙昧无知	矇昧無知
蒙混过关	矇混過關
蒙特利尔	蒙特利爾
蒙特卡洛	蒙特卡洛
蒙特卡罗	蒙特卡羅
蒙特维多	蒙特維多
蒙特贝娄	蒙特貝婁
蒙狄维欧	蒙狄維歐
蒙笼暗碧	蒙籠暗碧
蒙罗维亚	蒙羅維亞
蒙菲尔斯	蒙菲爾斯
蒙蒙懂懂	懞懞懂懂
蒙蒙眬眬	矇矇矓矓
蒙蒙细雨	濛濛細雨
蒙藏同胞	蒙藏同胞
蒙藏委员	蒙藏委員
蒲扇价增	蒲扇價增
蒸发空调	蒸發空調
蒸汽熨斗	蒸汽熨斗
蒸沤历澜	蒸漚歷瀾
蒸藜出妻	蒸藜出妻
蒸骨验尸	蒸骨驗屍
蓄势待发	蓄勢待發
蓄须明志	蓄鬚明志
蓝田出玉	藍田出玉
蓝田种玉	藍田種玉
蓟训历家	薊訓歷家
蓦然回首	驀然回首
蓬勃发展	蓬勃發展
蓬头垢面	蓬頭垢面
蓬蓬松松	蓬蓬鬆鬆
蓬门荆布	蓬門荊布
蓬首垢面	蓬首垢面
蕴借含蓄	蘊藉含蓄
蕴奇待价	蘊奇待價
薄海同仇	薄海同仇
薄面含嗔	薄面含嗔
薪尽火传	薪盡火傳
薰莸同器	薰蕕同器
藉资挹注	藉資挹注
藏南纵谷	藏南縱谷
藏蒙歌儿	藏矇歌兒
藏量丰富	藏量豐富
藜藿不采	藜藿不採
虎克定律	虎克定律
虎兕出柙	虎兕出柙
虎斗龙争	虎鬥龍爭
虎荡羊羣	虎蕩羊羣
虑周行果	慮周行果
虑无不周	慮無不周
虚云大师	虛雲大師
虚怀若谷	虛懷若谷
虚有其表	虛有其表
虞歌决别	虞歌決別
虫媒病毒	蟲媒病毒
虫字旁儿	蟲字旁兒
虫沙微类	蟲沙微類
虫沙猿鹤	蟲沙猿鶴
虫篆之技	蟲篆之技
虫臂鼠肝	蟲臂鼠肝
虫虫蚁蚁	蟲蟲蟻蟻
虫霜水旱	蟲霜水旱
虫鸟叫声	蟲鳥叫聲
虫鸣水沸	蟲鳴水沸
虮蝨相吊	蟣蝨相弔
虹彩流辉	虹彩流輝
虽复能复	雖覆能復
蚁斗蜗争	蟻鬥蝸爭
蚊动牛斗	蚊動牛鬥
蚊睫之虫	蚊睫之蟲
蚊虫叮咬	蚊蟲叮咬
蚵仔面线	蚵仔麵綫
蛇发女妖	蛇髮女妖
蛇口蜂针	蛇口蜂針
蛙鼓虫吟	蛙鼓蟲吟
蛮干到底	蠻幹到底
蛮针瞎灸	蠻針瞎灸
蜂午并起	蜂午並起
蜂涌而出	蜂涌而出
蜘蛛星云	蜘蛛星雲
蜜里调油	蜜裏調油
蜡笔小新	蠟筆小新
蝎蝎螫螫	蝎蝎螫螫
蝗虫过境	蝗蟲過境
蝼蚁得志	螻蟻得志
融合为一	融合爲一
螳臂当车	螳臂當車
螺旋曲面	螺旋曲面
螺旋杆菌	螺旋桿菌
螽斯之征	螽斯之徵
螾庐曲谈	螾廬曲談
蟠尾丝虫	蟠尾絲蟲
蟠桃胜会	蟠桃勝會
蟹状星云	蟹狀星雲
蟾宫折桂	蟾宮折桂
蠢蠢欲动	蠢蠢欲動
蠹众木折	蠹眾木折
血亲复仇	血親復仇
血克帮帮	血克幫幫
血吸虫病	血吸蟲病
血汗工厂	血汗工廠
血洗台湾	血洗臺灣
血流如注	血流如注
血浓于水	血濃於水
血海尸山	血海屍山
血海深仇	血海深仇
血缘关系	血緣關係
血肉淋漓	血肉淋漓
衅发萧墙	釁發蕭牆
行万里路	行萬里路
行不苟合	行不苟合
行业规范	行業規範
行个方便	行個方便
行为世范	行爲世範
行为准则	行爲準則
行为艺术	行爲藝術
行为规范	行爲規範
行事历史	行事歷史
行云流水	行雲流水
行伍出身	行伍出身
行兵布阵	行兵布陣
行凶杀人	行兇殺人
行动计划	行動計劃
行合趋同	行合趨同
行同狗彘	行同狗彘
行同狗豨	行同狗豨
行奸卖俏	行奸賣俏
行尸视肉	行屍視肉
行尸走肉	行屍走肉
行尸走骨	行屍走骨
行成于思	行成於思
行政区划	行政區劃
行政当局	行政當局
行政诉愿	行政訴願
行有余力	行有餘力
行短才乔	行短才喬
行短才高	行短才高
行针布线	行鍼布綫
行针步线	行針步綫
行针走线	行鍼走綫
行雨朝云	行雨朝雲
衍声复词	衍聲複詞
衍生出来	衍生出來
衔哀致诚	銜哀致誠
衔恨蒙枉	銜恨蒙枉
衔缺相当	銜缺相當
街坊邻舍	街坊鄰舍
街坊邻里	街坊鄰里
街里街坊	街里街坊
衣不兼采	衣不兼采
衣不完采	衣不完采
衣不布体	衣不布體
衣不重采	衣不重采
衣丰食足	衣豐食足
衣丰食饱	衣豐食飽
衣冠云集	衣冠雲集
衣物已干	衣物已乾
衣物渐干	衣物漸乾
衣绣昼行	衣繡晝行
衣衫已干	衣衫已乾
衣锦夜游	衣錦夜游
衣锦昼游	衣錦晝游
补挂朝珠	補掛朝珠
补气固表	補氣固表
表形文字	表形文字
表彰出来	表彰出來
表意文字	表意文字
表扬大会	表揚大會
表明心迹	表明心蹟
表演艺术	表演藝術
表演过火	表演過火
表现为费	表現爲費
表现主义	表現主義
表现出来	表現出來
表现对象	表現對象
表现自己	表現自己
表的历史	錶的歷史
表的嘀嗒	錶的嘀嗒
表示出来	表示出來
表示敬意	表示敬意
表记物件	表記物件
表达出来	表達出來
表达能力	表達能力
表里一致	表裏一致
表里不一	表裏不一
表里受敌	表裏受敵
表里如一	表裏如一
表里山河	表裏山河
表里相合	表裏相合
表里相应	表裏相應
表里相济	表裏相濟
表露无遗	表露無遺
表面信息	表面信息
表面光洁	表面光潔
表面外膜	表面外膜
表面工夫	表面工夫
表面张力	表面張力
表面质量	表面質量
表音文字	表音文字
衰变曲线	衰變曲綫
衲被蒙头	衲被蒙頭
袅娜纤巧	嫋娜纖巧
袅娜风流	嫋娜風流
袅袅上升	裊裊上升
袅袅娉娉	嫋嫋娉娉
袅袅娜娜	嫋嫋娜娜
袅袅婷婷	嫋嫋婷婷
袅袅炊烟	裊裊炊煙
袖里干坤	袖裏乾坤
被动吸烟	被動吸菸
被动挨打	被動挨打
被发佯狂	被髮佯狂
被发入山	被髮入山
被发左衽	被髮左衽
被发文身	被髮文身
被发缨冠	被髮纓冠
被发阳狂	被髮陽狂
被头散发	被頭散髮
被泽蒙庥	被澤蒙庥
被灾蒙祸	被災蒙禍
袭击战术	襲擊戰術
裁衣合帐	裁衣合帳
裂体吸虫	裂體吸蟲
装修门面	裝修門面
装点门面	裝點門面
装配工厂	裝配工廠
裘弊金尽	裘弊金盡
裙布荆钗	裙布荊釵
裙带关系	裙帶關係
裸体女尸	裸體女屍
裹尸马革	裹屍馬革
褒善贬恶	褒善貶惡
褒贤遏恶	褒賢遏惡
褒采一介	褒采一介
褪前擦后	褪前擦後
褶曲山脉	褶曲山脈
褶皱山系	褶皺山系
西利古里	西利古里
西历纪元	西曆紀元
西原借款	西原借款
西台古堡	西臺古堡
西台帝国	西臺帝國
西周时代	西周時代
西周时期	西周時期
西哈努克	西哈努克
西方极乐	西方極樂
西松建设	西松建設
西格蒙德	西格蒙德
西欧集团	西歐集團
西点面包	西點麵包
西西里岛	西西里島
西谷椰子	西谷椰子
西谷米冻	西谷米凍
西里西亚	西里西亞
西除东荡	西除東蕩
要价还价	要價還價
要千取万	要千取萬
覆水难收	覆水難收
覆盖范围	覆蓋範圍
覆雨翻云	覆雨翻雲
視如寇仇	視如寇讎
见不到面	見不到面
见几而作	見幾而作
见危致命	見危致命
见尧于墙	見堯於牆
见得多了	見得多了
见棱见角	見棱見角
见笑于人	見笑於人
见素抱朴	見素抱樸
见缝插针	見縫插針
见过世面	見過世面
见钟不打	見鐘不打
见马克思	見馬克思
观光签证	觀光簽證
观光胜地	觀光勝地
观叶植物	觀葉植物
观审制度	觀審制度
观察出来	觀察出來
观护制度	觀護制度
观者云集	觀者雲集
观者如云	觀者如雲
规划人员	規劃人員
规划范围	規劃範圍
规定价格	規定價格
规定出来	規定出來
规定地价	規定地價
规定范围	規定範圍
规矩准绳	規矩準繩
规章制度	規章制度
规范企业	規範企業
规范作用	規範作用
规范动作	規範動作
规范市场	規範市場
规范意见	規範意見
规范执法	規範執法
规范技术	規範技術
规范文件	規範文件
规范理论	規範理論
规范管理	規範管理
规范行为	規範行爲
规范语言	規範語言
视同儿戏	視同兒戲
视同具文	視同具文
视同手足	視同手足
视同秦越	視同秦越
视同陌路	視同陌路
视如寇仇	視如寇仇
视如己出	視如己出
视窗基准	視窗基準
视觉艺术	視覺藝術
视觉适应	視覺適應
视讯系统	視訊系統
视野范围	視野範圍
觊觎之志	覬覦之志
觑个意顺	覷個意順
角色冲突	角色衝突
角谷猜想	角谷猜想
解决不了	解決不了
解决困难	解決困難
解到县里	解到縣裏
解剑拜仇	解劍拜仇
解发佯狂	解髮佯狂
解放出来	解放出來
解救出来	解救出來
解析几何	解析幾何
解理方向	解理方向
解铃系铃	解鈴繫鈴
触事面墙	觸事面牆
触发引信	觸發引信
触发清单	觸發清單
触斗蛮争	觸鬥蠻爭
言不尽意	言不盡意
言且表过	言且表過
言之不尽	言之不盡
言之有据	言之有據
言出如山	言出如山
言出必行	言出必行
言出患入	言出患入
言出法随	言出法隨
言大而夸	言大而夸
言尽于此	言盡於此
言归于好	言歸於好
言必有据	言必有據
言文一致	言文一致
言无不尽	言無不盡
言无二价	言無二價
言行一致	言行一致
言行合一	言行合一
言辩而确	言辯而确
詹氏年鉴	詹氏年鑑
詹江布尔	詹江布爾
誓同生死	誓同生死
誓无二志	誓無二志
譆譆出出	譆譆出出
警察制度	警察制度
警报系统	警報系統
警民冲突	警民衝突
计出万全	計出萬全
计划生育	計劃生育
计划目标	計劃目標
计划经济	計劃經濟
计将安出	計將安出
计尽力穷	計盡力窮
计无所出	計無所出
计白当黑	計白當黑
计穷力尽	計窮力盡
计穷力极	計窮力極
计穷虑极	計窮慮極
计算出来	計算出來
认不出来	認不出來
讨个分晓	討個分曉
讨个吉利	討個吉利
讨价还价	討價還價
讨恶剪暴	討惡剪暴
讨没脸面	討沒臉面
让胡路区	讓胡路區
训练出来	訓練出來
议事纪录	議事紀錄
议价空间	議價空間
议会斗争	議會鬥爭
记录下来	記錄下來
讲信修睦	講信修睦
讳恶不悛	諱惡不悛
许下愿心	許下願心
许久以后	許久以後
许愿起经	許愿起經
论千论万	論千論萬
论据不足	論據不足
设坛祭拜	設壇祭拜
设朝升殿	設朝升殿
设言托意	設言托意
设计出来	設計出來
设计规范	設計規範
设鼓悬钟	設鼓懸鐘
访台之旅	訪臺之旅
证卷市场	證卷市场
证明出来	證明出來
评个分数	評個分數
评价分类	評價分類
评分标准	評分標準
评鉴报告	評鑑報告
识别信号	識別信號
识多才广	識多才廣
识微见几	識微見幾
识才尊贤	識才尊賢
识面台官	識面臺官
诈奸不及	詐奸不及
诉说出来	訴說出來
诊断出来	診斷出來
词干启动	詞幹啓動
词无枝叶	詞無枝葉
词汇分解	詞彙分解
词汇判断	詞彙判斷
词汇通路	詞彙通路
词穷理尽	詞窮理盡
诗云子曰	詩云子曰
诗以言志	詩以言志
诛凶殄逆	誅兇殄逆
诛凶讨逆	誅兇討逆
诛尽杀绝	誅盡殺絕
诛戮殆尽	誅戮殆盡
话剧表演	話劇表演
话说回来	話說回來
话里套话	話裏套話
话里有话	話裏有話
话里藏阄	話裏藏鬮
诡计百出	詭計百出
询于刍荛	詢於芻蕘
该当何罪	該當何罪
详尽无遗	詳盡無遺
详征博引	詳徵博引
语法术语	語法術語
语言规范	語言規範
语音合成	語音合成
语音识别	語音識別
误差范围	誤差範圍
诱掖后进	誘掖後進
诱敌战术	誘敵戰術
诱杀战术	誘殺戰術
诱降战术	誘降戰術
说不出口	說不出口
说不出来	說不出來
说了又说	說了又說
说出话来	說出話來
说千说万	說千說萬
说家克计	說家克計
说干便干	說幹便幹
说溜了嘴	說溜了嘴
说闲话儿	說閒話兒
说雨谈云	說雨談雲
请先登录	請先登錄
请别见怪	請別見怪
请勿吸烟	請勿吸菸
请君入瓮	請君入甕
请您回复	請您回復
诺福克岛	諾福克島
诺美克斯	諾美克斯
读万卷书	讀萬卷書
读不舍手	讀不捨手
读书三余	讀書三余
读书种子	讀書種子
读后心得	讀後心得
课前课后	課前課後
课后复习	課後複習
课后练习	課後練習
课后辅导	課後輔導
课程标准	課程標準
诿过于人	諉過於人
调整范围	調整範圍
调查范围	調査範圍
调频电台	調頻電臺
谈判代表	談判代表
谈判制度	談判制度
谈吐有致	談吐有致
谈辞如云	談辭如雲
谋取面试	謀取面試
谋定后动	謀定後動
谋定而后	謀定而後
谋而后动	謀而後動
谢安折屐	謝安折屐
谢尔托夫	謝爾托夫
谢绝参观	謝絕參觀
谣言止于	謠言止於
谦冲自牧	謙沖自牧
谨致谢意	謹致謝意
谬以千里	謬以千里
谬种流传	謬種流傳
谬误百出	謬誤百出
谬采虚声	謬採虛聲
谯周独笑	譙周獨笑
谷保家商	穀保家商
谷口耕岩	谷口耕岩
谷垣祯一	谷垣禎一
谷氨酰胺	谷氨醯胺
谷类作物	穀類作物
谷贱伤农	穀賤傷農
谷贵饿农	穀貴餓農
豁出命干	豁出命幹
豁起来干	豁起來幹
豆干肉丝	豆干肉絲
象征主义	象徵主義
象牙针尖	象牙針尖
象箸玉杯	象箸玉杯
豪厘千里	豪釐千里
豪情万丈	豪情萬丈
豪情壮志	豪情壯志
豪情逸致	豪情逸致
豪气万丈	豪氣萬丈
豪气万千	豪氣萬千
豪气干云	豪氣干雲
豺狼当涂	豺狼當塗
豺狼当路	豺狼當路
豺狼当道	豺狼當道
貌合心离	貌合心離
貌合情离	貌合情離
貌合神离	貌合神離
貌合行离	貌合行離
貌同实异	貌同實異
賸馀价值	賸餘價值
贝他系数	貝他係數
贝克休斯	貝克休斯
贝克勒耳	貝克勒耳
贝克汉姆	貝克漢姆
贝卡谷地	貝卡谷地
贝奇马克	貝奇馬克
贝尔托內	貝爾托內
贝那芬托	貝那芬托
贞卜文字	貞卜文字
负乘致寇	負乘致寇
负债累累	負債累累
负图之托	負圖之托
负心违愿	負心違願
负才任气	負才任氣
负才使气	負才使氣
负气斗狠	負氣鬥狠
负笈千里	負笈千里
负荷不了	負荷不了
负重致远	負重致遠
负鼎之愿	負鼎之願
财产价值	財產價值
财产关系	財產關係
财产目录	財產目錄
财务报表	財務報表
财团法人	財團法人
财政支出	財政支出
财殚力尽	財殫力盡
财竭力尽	財竭力盡
责任准备	責任準備
责任范围	責任範圍
贤奸倒置	賢奸倒置
败于垂成	敗於垂成
败兵折将	敗兵折將
败军折将	敗軍折將
败坏门面	敗壞門面
败子回头	敗子回頭
败部复活	敗部復活
货真价实	貨真價實
质量规范	質量規範
贪欲无艺	貪慾無藝
贪生恶死	貪生惡死
贪生舍义	貪生舍義
贫嘴恶舌	貧嘴惡舌
贫困人家	貧困人家
贫困地区	貧困地區
贫寒出身	貧寒出身
购销差价	購銷差價
贱价出售	賤價出售
贱敛贵出	賤斂貴出
贱敛贵发	賤斂貴發
贵极人臣	貴極人臣
贵游子弟	貴遊子弟
贵贱之别	貴賤之別
贸易伙伴	貿易伙伴
费利克斯	費利克斯
费尔干纳	費爾干納
费尽心思	費盡心思
费尽心机	費盡心機
费尽精神	費盡精神
费尽脣舌	費盡脣舌
费里克斯	費里克斯
费里斯特	費里斯特
贺后骂殿	賀后罵殿
贺尔蒙针	賀爾蒙針
贻笑万世	貽笑萬世
贻笑千古	貽笑千古
贻笑千秋	貽笑千秋
贻羞万年	貽羞萬年
贻范古今	貽範古今
贾可布斯	賈可布斯
贾第虫属	賈第蟲屬
贾第虫病	賈第蟲病
贿赂并行	賄賂並行
赃汙狼借	贓汙狼藉
资产价值	資產價值
资产组合	資產組合
资料介面	資料介面
资方代表	資方代表
资本周转	資本周轉
资本输出	資本輸出
资治通鉴	資治通鑑
资源回收	資源回收
资讯学系	資訊學系
资金占用	資金佔用
赋诗言志	賦詩言志
赋闲在家	賦閒在家
赌咒发愿	賭咒發願
赌身发誓	賭身發誓
赍志没地	齎志沒地
赍志而殁	齎志而歿
赏不当功	賞不當功
赏同罚异	賞同罰異
赏善罚恶	賞善罰惡
赏罚不当	賞罰不當
赒急扶困	賙急扶困
赔个不是	賠個不是
赔了夫人	賠了夫人
赛里木湖	賽里木湖
赛门铁克	賽門鐵克
赞不绝口	讚不絕口
赞伯拉诺	贊伯拉諾
赞佩不已	讚佩不已
赞叹不已	讚歎不已
赞布拉诺	贊布拉諾
赞美有加	讚美有加
赞赏不已	讚賞不已
赢奸卖俏	贏奸賣俏
赤地千里	赤地千里
赤留出律	赤留出律
赤绳系足	赤繩繫足
赫弗里希	赫弗里希
走了风声	走了風聲
走了马脚	走了馬腳
走向前去	走向前去
走向前来	走向前來
走向断层	走向斷層
走回头路	走回頭路
走肉行尸	走肉行屍
走马章台	走馬章臺
走骨行尸	走骨行屍
赶不出来	趕不出來
赶尽杀绝	趕盡殺絕
起承转合	起承轉合
起根发脚	起根發腳
起死回生	起死回生
起航出海	起航出海
趁哄打劫	趁哄打劫
超世之才	超世之才
超凡出世	超凡出世
超出范围	超出範圍
超前瞄准	超前瞄準
超前绝后	超前絕後
超基性岩	超基性岩
超尘出俗	超塵出俗
超手游廊	超手遊廊
超级台风	超級颱風
超级链接	超級鏈接
超羣出众	超羣出眾
超额录取	超額錄取
越冬作物	越冬作物
越出界线	越出界綫
越王尝蓼	越王嘗蓼
趋于平稳	趨於平穩
趋于稳定	趨於穩定
趋前退后	趨前退後
趋吉避凶	趨吉避凶
趋舍异路	趨舍異路
趋舍指凑	趨舍指湊
足不出户	足不出戶
足不出门	足不出門
足了十人	足了十人
足食丰衣	足食豐衣
趸售物价	躉售物價
趸批卖出	躉批賣出
趿拉板儿	趿拉板兒
跃跃欲试	躍躍欲試
跋前疐后	跋前疐後
跋前踬后	跋前躓後
跋涉千里	跋涉千里
跋胡疐尾	跋胡疐尾
跌至谷底	跌至谷底
跌荡不羁	跌蕩不羈
跌荡放言	跌蕩放言
跛鳖千里	跛鱉千里
跟他一斗	跟他一鬥
跟前跟后	跟前跟後
跨步向前	跨步向前
跨鹤西游	跨鶴西遊
跬步千里	跬步千里
路线斗争	路綫鬥爭
路透集团	路透集團
路面等级	路面等級
跳井自尽	跳井自盡
跳出火坑	跳出火坑
跳台滑雪	跳臺滑雪
跳墙出去	跳牆出去
跳梁小丑	跳樑小丑
跳楼自尽	跳樓自盡
跳河自尽	跳河自盡
跳海自尽	跳海自盡
跳脱出来	跳脫出來
踅门了户	踅門瞭戶
踊跃发言	踊躍發言
踌躇满志	躊躇滿志
踔厉风发	踔厲風發
踢到铁板	踢到鐵板
蹀里蹀斜	蹀里蹀斜
蹈厉之志	蹈厲之志
蹈厉奋发	蹈厲奮發
身价百倍	身價百倍
身价非凡	身價非凡
身体发肤	身體髮膚
身做身当	身做身當
身历其境	身歷其境
身后之事	身後之事
身后萧条	身後蕭條
身当其境	身當其境
身当矢石	身當矢石
身有同感	身有同感
身正为范	身正爲範
身系囹圄	身繫囹圄
躬先表率	躬先表率
车攻马同	車攻馬同
车无退表	車無退表
车载斗量	車載斗量
转动曲柄	轉動曲柄
转向信号	轉向信號
转向离合	轉向離合
转圜余地	轉圜餘地
转意回心	轉意回心
转战千里	轉戰千里
转换方向	轉換方向
转斗千里	轉鬥千里
转日回天	轉日回天
转胜为败	轉勝爲敗
转败为胜	轉敗爲勝
转面无情	轉面無情
轮作制度	輪作制度
轮台古城	輪臺古城
软不叮当	軟不叮噹
软件平台	軟件平臺
软件开发	軟件開發
软件技术	軟件技術
软件系统	軟件系統
软软松松	軟軟鬆鬆
轴承合金	軸承合金
轴舻千里	軸艫千里
轻于鸿毛	輕於鴻毛
轻度台风	輕度颱風
轻松愉快	輕鬆愉快
轻松自在	輕鬆自在
轻松自如	輕鬆自如
轻轻松松	輕輕鬆鬆
载浮载沈	載浮載沈
载舟复舟	載舟覆舟
较胜一筹	較勝一籌
辉格党人	輝格黨人
辑录出来	輯錄出來
输入系统	輸入系統
输出功率	輸出功率
输出变压	輸出變壓
输出阻抗	輸出阻抗
辛丑和约	辛丑和約
辛丑条约	辛丑條約
辞不获命	辭不獲命
辞丰意雄	辭豐意雄
辟人之士	辟人之士
辟历施鞭	辟歷施鞭
辟君三舍	辟君三舍
辟地开天	闢地開天
辟恶除患	辟惡除患
辟谷绝粒	辟穀絕粒
辟邪以律	闢邪以律
辨别出来	辨別出來
辨别是非	辨別是非
辨认出来	辨認出來
辩才无碍	辯才無礙
边境冲突	邊境衝突
边幅不修	邊幅不修
迁怒于人	遷怒於人
迁思回虑	遷思迴慮
迂回奔袭	迂回奔襲
迂回战术	迂迴戰術
迂回曲折	迂迴曲折
迂徊战术	迂徊戰術
迂迂曲曲	迂迂曲曲
迅即出发	迅即出發
迅速发展	迅速發展
过人才略	過人才略
过境签证	過境簽證
过失致死	過失致死
过当防卫	過當防衛
过桥抽板	過橋抽板
过河抽板	過河抽板
过滤出来	過濾出來
过眼云烟	過眼雲煙
过眼烟云	過眼煙雲
过耳秋风	過耳秋風
迎合人心	迎合人心
迎向前去	迎向前去
迎奸卖俏	迎奸賣俏
迎面而来	迎面而來
运出运费	運出運費
运筹决胜	運籌決勝
运筹千里	運籌千里
运输系统	運輸系統
近乎同步	近乎同步
近几年来	近幾年來
近日無仇	近日無讎
近朱者赤	近朱者赤
近朱近墨	近朱近墨
近水楼台	近水樓臺
返吟复吟	返吟復吟
返照回光	返照回光
返还占有	返還占有
返魂乏术	返魂乏術
还原熔炼	還原熔煉
还政于民	還政於民
还淳反朴	還淳反樸
还淳返朴	還淳返樸
还珠合浦	還珠合浦
这个当儿	這個當兒
这个挡口	這個擋口
这个那个	這個那個
这几个人	這幾個人
这几个月	這幾個月
这出好戏	這齣好戲
这出电影	這齣電影
这种方式	這種方式
这般干法	這般幹法
这还了得	這還了得
进了天堂	進了天堂
进出口商	進出口商
进士出身	進士出身
进德修业	進德修業
进货让价	進貨讓價
进货退出	進貨退出
进货退回	進貨退回
进进出出	進進出出
进退失据	進退失據
进退无据	進退無據
进退维谷	進退維谷
远亲近戚	遠親近戚
远县才至	遠縣纔至
远引曲喻	遠引曲喻
远房亲戚	遠房親戚
远打周折	遠打週折
远期外汇	遠期外匯
远程登录	遠程登錄
远端签入	遠端簽入
远远落后	遠遠落後
远隔千里	遠隔千里
违禁药品	違禁藥品
违章建筑	違章建築
违纪参选	違紀參選
连三并四	連三併四
连云叠嶂	連雲疊嶂
连云港市	連雲港市
连台好戏	連臺好戲
连台本戏	連臺本戲
连哄带骗	連哄帶騙
连城之价	連城之價
连带关系	連帶關係
连年丰收	連年豐收
连战连胜	連戰連勝
连杆机构	連桿機構
连枝分叶	連枝分葉
连枝带叶	連枝帶葉
连根拔出	連根拔出
连珠合璧	連珠合璧
连登云路	連登雲路
连系起来	連繫起來
连镳并轸	連鑣並軫
连须胡子	連鬚鬍子
连鬓胡子	連鬢鬍子
迟回观望	遲回觀望
迢迢千里	迢迢千里
迥不相同	迥不相同
迥乎不同	迥乎不同
迥然不同	迥然不同
迥然回异	迥然迴異
迥然有别	迥然有別
迦叶尊者	迦葉尊者
迪吉苏斯	迪吉蘇斯
迪雅巴克	迪雅巴克
迪黑苏斯	迪黑蘇斯
迫于形势	迫於形勢
迫于眉睫	迫於眉睫
迭出迭入	迭出迭入
迭有发现	迭有發現
迭有斩获	迭有斬獲
迭见杂出	迭見雜出
迷了心窍	迷了心竅
迷迷蒙蒙	迷迷濛濛
追思弥撒	追思彌撒
追求幸福	追求幸福
退出运行	退出運行
退前缩后	退前縮後
退居幕后	退居幕後
退徙三舍	退徙三舍
退有后言	退有後言
退藏于密	退藏於密
退避三舍	退避三舍
送客出门	送客出門
适不适合	適不適合
适中下怀	適中下懷
适可而止	適可而止
适婚年龄	適婚年齡
适应环境	適應環境
适度微调	適度微調
适当范围	適當範圍
适得其反	適得其反
适得其所	適得其所
适材适用	適材適用
适用范围	適用範圍
适者生存	適者生存
适航指令	適航指令
适逢其会	適逢其會
适销对路	適銷對路
逃出生天	逃出生天
逃出虎口	逃出虎口
逆入平出	逆入平出
逆向公车	逆向公車
逆向思考	逆向思考
逆向整合	逆向整合
逆向行驶	逆向行駛
逆转录酶	逆轉錄酶
选举人团	選舉人團
选举制度	選舉制度
选修科目	選修科目
选手表决	選手表決
选手表明	選手表明
选手表现	選手表現
选手表示	選手表示
选手表达	選手表達
选拔干部	選拔幹部
选择范围	選擇範圍
选民代表	選民代表
选派代表	選派代表
选美皇后	選美皇后
逊志时敏	遜志時敏
逐出门墙	逐出門牆
逐末舍本	逐末捨本
逐步升级	逐步升級
递推关系	遞推關係
递解出境	遞解出境
逗人发笑	逗人發笑
通事舍人	通事舍人
通人达才	通人達才
通信技术	通信技術
通信系统	通信系統
通力合作	通力合作
通合一气	通合一氣
通同一气	通同一氣
通才教育	通才教育
通才练识	通才練識
通盘计划	通盤計劃
通联记录	通聯記錄
通讯系统	通訊系統
通过事后	通過事後
逞凶斗狠	逞兇鬥狠
逞凶鬥狠	逞兇鬥狠
逞异夸能	逞異誇能
速去速回	速去速回
造型艺术	造型藝術
造天立极	造天立極
造就人才	造就人才
造岩矿物	造岩礦物
造形艺术	造形藝術
造极登峰	造極登峰
造福万民	造福萬民
逢低卖出	逢低賣出
逢凶化吉	逢凶化吉
逢君之恶	逢君之惡
逢高卖出	逢高賣出
逮个正著	逮個正著
逸游自恣	逸游自恣
逸羣之才	逸羣之才
逼上梁山	逼上梁山
逾闲荡检	逾閑蕩檢
遂其所愿	遂其所願
遏恶扬善	遏惡揚善
道合志同	道合志同
道同志合	道同志合
道听涂说	道聽塗說
道尔顿制	道爾頓制
道尽涂殚	道盡塗殫
道尽途穷	道盡途窮
道德发展	道德發展
道德困境	道德困境
道德规范	道德規範
道范长昭	道範長昭
遗害万年	遺害萬年
遗恨千古	遺恨千古
遗臭万代	遺臭萬代
遗臭万年	遺臭萬年
遗臭万载	遺臭萬載
遗臭千年	遺臭千年
遗葑菲采	遺葑菲采
遣送出境	遣送出境
遣送回国	遣送回國
遥测技术	遙測技術
遨游四海	遨遊四海
遨游天下	遨遊天下
遭人暗算	遭人暗算
遮前掩后	遮前掩後
遮头盖面	遮頭蓋面
遮道挽留	遮道挽留
遴选出来	遴選出來
避不见面	避不見面
避凶就吉	避凶就吉
避凶趋吉	避凶趨吉
避暑胜地	避暑勝地
邀天之幸	邀天之幸
邋里邋遢	邋里邋遢
邢台地区	邢臺地區
那出好戏	那齣好戲
那出电影	那齣電影
